event_id,event_timestamp,event_name,company_id,job_id,candidate_id,city,category
E000380,2026-03-10 06:55:08.108108,company_signup,C0380,,,Delhi,
E004999,2026-03-10 08:00:00.000000,job_viewed,C0297,J00942,U0574,Bangalore,HR
E005001,2026-03-10 08:00:00.000000,job_viewed,C0297,J00943,U2032,Delhi,HR
E006471,2026-03-10 08:37:17.837837,application_submitted,C0302,J00966,U2465,Noida,Sales
E002496,2026-03-10 09:04:51.891891,job_viewed,C0325,J00093,U0046,Gurgaon,Data Analyst
E002900,2026-03-10 09:30:48.648648,job_viewed,C0314,J00221,U0913,Bangalore,Data Analyst
E000381,2026-03-10 11:14:35.675675,company_signup,C0381,,,Lucknow,
E001645,2026-03-10 11:40:32.432432,job_posted,C0370,J00645,,Pune,Marketing
E001801,2026-03-10 12:06:29.189189,job_posted,C0359,J00801,,Pune,Marketing
E003829,2026-03-10 12:19:27.567567,job_viewed,C0187,J00539,U2489,Delhi,HR
E002118,2026-03-10 13:37:17.837837,job_posted,C0376,J01118,,Gurgaon,Software Engineer
E006050,2026-03-10 13:47:01.621621,application_submitted,C0284,J00377,U0755,Gurgaon,Software Engineer
E002385,2026-03-10 13:50:16.216216,job_viewed,C0204,J00057,U1888,Noida,Software Engineer
E001302,2026-03-10 15:21:04.864864,job_posted,C0332,J00302,,Mumbai,Sales
E003313,2026-03-10 15:34:03.243243,job_viewed,C0271,J00353,U2581,Mumbai,Business Analyst
E000382,2026-03-10 15:34:03.243243,company_signup,C0382,,,Noida,
E001932,2026-03-10 16:00:00.000000,job_posted,C0371,J00932,,Gurgaon,Sales
E006158,2026-03-10 16:19:27.567567,application_submitted,C0187,J00539,U2489,Delhi,HR
E003052,2026-03-10 18:09:43.783783,job_viewed,C0316,J00270,U1960,Mumbai,Marketing
E005111,2026-03-10 19:27:34.054054,job_viewed,C0283,J00981,U2412,Bangalore,Marketing
E000383,2026-03-10 19:53:30.810810,company_signup,C0383,,,Hyderabad,
E004751,2026-03-10 20:06:29.189189,job_viewed,C0211,J00853,U1245,Bangalore,Software Engineer
E004755,2026-03-10 20:06:29.189189,job_viewed,C0211,J00853,U0074,Bangalore,Software Engineer
E004412,2026-03-10 20:32:25.945945,job_viewed,C0311,J00725,U2296,Lucknow,Data Analyst
E003570,2026-03-10 20:32:25.945945,job_viewed,C0200,J00452,U0613,Pune,Software Engineer
E004409,2026-03-10 20:32:25.945945,job_viewed,C0311,J00725,U0467,Lucknow,Data Analyst
E004825,2026-03-10 20:45:24.324324,job_viewed,C0361,J00887,U0739,Gurgaon,Software Engineer
E005803,2026-03-10 21:50:16.216216,application_submitted,C0204,J00057,U1888,Noida,Software Engineer
E001767,2026-03-10 22:03:14.594594,job_posted,C0328,J00767,,Lucknow,Sales
E003848,2026-03-10 22:16:12.972972,job_viewed,C0267,J00548,U1177,Mumbai,Business Analyst
E003208,2026-03-10 22:29:11.351351,job_viewed,C0206,J00320,U0418,Hyderabad,Marketing
E003725,2026-03-10 22:29:11.351351,job_viewed,C0317,J00506,U0369,Mumbai,HR
E003726,2026-03-10 22:29:11.351351,job_viewed,C0317,J00506,U2243,Mumbai,HR
E001959,2026-03-10 23:08:06.486486,job_posted,C0356,J00959,,Noida,HR
E000384,2026-03-11 00:12:58.378378,company_signup,C0384,,,Pune,
E002727,2026-03-11 01:56:45.405405,job_viewed,C0340,J00170,U2594,Hyderabad,Marketing
E005580,2026-03-11 02:09:43.783783,job_viewed,C0168,J01142,U0075,Bangalore,Business Analyst
E005501,2026-03-11 02:48:38.918918,job_viewed,C0318,J01121,U2518,Bangalore,HR
E004867,2026-03-11 04:06:29.189189,job_viewed,C0285,J00899,U1788,Hyderabad,Data Analyst
E000385,2026-03-11 04:32:25.945945,company_signup,C0385,,,Pune,
E006415,2026-03-11 05:06:29.189189,application_submitted,C0285,J00899,U1788,Hyderabad,Data Analyst
E002470,2026-03-11 05:24:19.459459,job_viewed,C0252,J00087,U0653,Delhi,Sales
E006385,2026-03-11 06:06:29.189189,application_submitted,C0211,J00853,U0074,Bangalore,Software Engineer
E001602,2026-03-11 06:16:12.972972,job_posted,C0341,J00602,,Mumbai,Business Analyst
E004998,2026-03-11 08:00:00.000000,job_viewed,C0297,J00942,U2227,Bangalore,HR
E004727,2026-03-11 08:25:56.756756,job_viewed,C0286,J00840,U2556,Delhi,Data Analyst
E000386,2026-03-11 08:51:53.513513,company_signup,C0386,,,Lucknow,
E006137,2026-03-11 09:29:11.351351,application_submitted,C0317,J00506,U2243,Mumbai,HR
E002905,2026-03-11 09:30:48.648648,job_viewed,C0314,J00222,U1428,Delhi,Business Analyst
E001662,2026-03-11 09:43:47.027027,job_posted,C0364,J00662,,Pune,Sales
E006454,2026-03-11 10:00:00.000000,application_submitted,C0297,J00943,U2032,Delhi,HR
E003063,2026-03-11 11:01:37.297297,job_viewed,C0331,J00273,U2530,Hyderabad,Marketing
E001646,2026-03-11 11:40:32.432432,job_posted,C0370,J00646,,Bangalore,Sales
E004219,2026-03-11 12:58:22.702702,job_viewed,C0226,J00669,U2170,Lucknow,Sales
E000387,2026-03-11 13:11:21.081081,company_signup,C0387,,,Bangalore,
E005235,2026-03-11 14:03:14.594594,job_viewed,C0254,J01015,U1964,Lucknow,Software Engineer
E003883,2026-03-11 14:16:12.972972,job_viewed,C0193,J00558,U1876,Pune,Sales
E004971,2026-03-11 14:42:09.729729,job_viewed,C0182,J00935,U1302,Noida,HR
E003138,2026-03-11 15:21:04.864864,job_viewed,C0332,J00302,U1217,Mumbai,Sales
E003312,2026-03-11 15:34:03.243243,job_viewed,C0271,J00353,U2880,Mumbai,Business Analyst
E002134,2026-03-11 15:47:01.621621,job_posted,C0321,J01134,,Gurgaon,Data Analyst
E002096,2026-03-11 16:51:53.513513,job_posted,C0349,J01096,,Pune,HR
E000388,2026-03-11 17:30:48.648648,company_signup,C0388,,,Gurgaon,
E001271,2026-03-11 18:09:43.783783,job_posted,C0316,J00271,,Lucknow,HR
E004738,2026-03-11 18:35:40.540540,job_viewed,C0305,J00845,U2097,Noida,Software Engineer
E001421,2026-03-11 19:14:35.675675,job_posted,C0344,J00421,,Noida,Business Analyst
E005923,2026-03-11 19:30:48.648648,application_submitted,C0314,J00222,U1428,Delhi,Business Analyst
E000389,2026-03-11 21:50:16.216216,company_signup,C0389,,,Delhi,
E006453,2026-03-11 23:00:00.000000,application_submitted,C0297,J00942,U2227,Bangalore,HR
E005490,2026-03-12 00:00:00.000000,job_viewed,C0334,J01119,U1517,Mumbai,Marketing
E006483,2026-03-12 00:27:34.054054,application_submitted,C0283,J00981,U2412,Bangalore,Marketing
E001229,2026-03-12 00:38:55.135135,job_posted,C0373,J00229,,Noida,Software Engineer
E000390,2026-03-12 02:09:43.783783,company_signup,C0390,,,Delhi,
E004005,2026-03-12 06:16:12.972972,job_viewed,C0341,J00602,U2404,Mumbai,Business Analyst
E000391,2026-03-12 06:29:11.351351,company_signup,C0391,,,Bangalore,
E003641,2026-03-12 08:51:53.513513,job_viewed,C0275,J00478,U1440,Delhi,Data Analyst
E001312,2026-03-12 09:17:50.270270,job_posted,C0375,J00312,,Noida,Data Analyst
E000392,2026-03-12 10:48:38.918918,company_signup,C0392,,,Bangalore,
E004154,2026-03-12 11:27:34.054054,job_viewed,C0209,J00647,U1424,Delhi,Software Engineer
E004944,2026-03-12 11:53:30.810810,job_viewed,C0309,J00927,U2256,Pune,Software Engineer
E004612,2026-03-12 12:06:29.189189,job_viewed,C0359,J00801,U0717,Pune,Marketing
E005222,2026-03-12 14:03:14.594594,job_viewed,C0254,J01013,U2946,Mumbai,Data Analyst
E005229,2026-03-12 14:03:14.594594,job_viewed,C0254,J01014,U1282,Gurgaon,Business Analyst
E003884,2026-03-12 14:16:12.972972,job_viewed,C0193,J00559,U0738,Mumbai,HR
E004970,2026-03-12 14:42:09.729729,job_viewed,C0182,J00935,U2014,Noida,HR
E006571,2026-03-12 15:00:00.000000,application_submitted,C0334,J01119,U1517,Mumbai,Marketing
E000393,2026-03-12 15:08:06.486486,company_signup,C0393,,,Lucknow,
E003314,2026-03-12 15:34:03.243243,job_viewed,C0271,J00353,U0371,Mumbai,Business Analyst
E002135,2026-03-12 15:47:01.621621,job_posted,C0321,J01135,,Lucknow,Business Analyst
E003527,2026-03-12 16:00:00.000000,job_viewed,C0260,J00432,U1367,Bangalore,Business Analyst
E005822,2026-03-12 16:24:19.459459,application_submitted,C0252,J00087,U0653,Delhi,Sales
E002874,2026-03-12 16:51:53.513513,job_viewed,C0238,J00210,U1760,Hyderabad,Business Analyst
E001363,2026-03-12 17:30:48.648648,job_posted,C0388,J00363,,Noida,HR
E006109,2026-03-12 18:51:53.513513,application_submitted,C0275,J00478,U1440,Delhi,Data Analyst
E000394,2026-03-12 19:27:34.054054,company_signup,C0394,,,Lucknow,
E004750,2026-03-12 20:06:29.189189,job_viewed,C0211,J00853,U0208,Bangalore,Software Engineer
E004824,2026-03-12 20:45:24.324324,job_viewed,C0361,J00887,U0271,Gurgaon,Software Engineer
E005695,2026-03-12 20:58:22.702702,job_viewed,C0300,J01180,U1099,Bangalore,Software Engineer
E005697,2026-03-12 20:58:22.702702,job_viewed,C0300,J01180,U1472,Bangalore,Software Engineer
E006196,2026-03-12 22:16:12.972972,application_submitted,C0341,J00602,U2404,Mumbai,Business Analyst
E000395,2026-03-12 23:47:01.621621,company_signup,C0395,,,Bangalore,
E003389,2026-03-12 23:47:01.621621,job_viewed,C0284,J00376,U2609,Mumbai,HR
E002921,2026-03-13 00:38:55.135135,job_viewed,C0373,J00229,U2609,Noida,Software Engineer
E001552,2026-03-13 01:04:51.891891,job_posted,C0362,J00552,,Bangalore,Sales
E001104,2026-03-13 01:30:48.648648,job_posted,C0351,J00104,,Hyderabad,HR
E002424,2026-03-13 01:43:47.027027,job_viewed,C0290,J00071,U0674,Gurgaon,Software Engineer
E002422,2026-03-13 01:43:47.027027,job_viewed,C0290,J00071,U1893,Gurgaon,Software Engineer
E005449,2026-03-13 03:40:32.432432,job_viewed,C0296,J01104,U0539,Noida,Data Analyst
E000396,2026-03-13 04:06:29.189189,company_signup,C0396,,,Hyderabad,
E002471,2026-03-13 05:24:19.459459,job_viewed,C0252,J00087,U2236,Delhi,Sales
E001495,2026-03-13 05:50:16.216216,job_posted,C0352,J00495,,Gurgaon,Marketing
E002043,2026-03-13 06:29:11.351351,job_posted,C0391,J01043,,Noida,Marketing
E002133,2026-03-13 07:08:06.486486,job_posted,C0319,J01133,,Gurgaon,Sales
E004725,2026-03-13 08:25:56.756756,job_viewed,C0286,J00840,U0449,Delhi,Data Analyst
E000397,2026-03-13 08:25:56.756756,company_signup,C0397,,,Lucknow,
E004682,2026-03-13 08:25:56.756756,job_viewed,C0175,J00826,U0510,Gurgaon,Software Engineer
E004680,2026-03-13 08:25:56.756756,job_viewed,C0175,J00826,U1836,Gurgaon,Software Engineer
E001531,2026-03-13 08:38:55.135135,job_posted,C0336,J00531,,Noida,Business Analyst
E001532,2026-03-13 08:38:55.135135,job_posted,C0336,J00532,,Pune,Sales
E001395,2026-03-13 10:09:43.783783,job_posted,C0353,J00395,,Lucknow,Sales
E005621,2026-03-13 11:40:32.432432,job_viewed,C0259,J01151,U0619,Lucknow,Software Engineer
E004611,2026-03-13 12:06:29.189189,job_viewed,C0359,J00801,U1579,Pune,Marketing
E000398,2026-03-13 12:45:24.324324,company_signup,C0398,,,Noida,
E002177,2026-03-13 13:24:19.459459,job_posted,C0326,J01177,,Lucknow,Business Analyst
E004775,2026-03-13 13:24:19.459459,job_viewed,C0215,J00862,U0133,Hyderabad,Data Analyst
E005686,2026-03-13 13:24:19.459459,job_viewed,C0326,J01178,U1817,Lucknow,Data Analyst
E005223,2026-03-13 14:03:14.594594,job_viewed,C0254,J01013,U1787,Mumbai,Data Analyst
E006360,2026-03-13 15:25:56.756756,application_submitted,C0175,J00826,U1836,Gurgaon,Software Engineer
E004600,2026-03-13 17:04:51.891891,job_viewed,C0288,J00798,U0874,Hyderabad,Software Engineer
E000399,2026-03-13 17:04:51.891891,company_signup,C0399,,,Lucknow,
E001190,2026-03-13 17:17:50.270270,job_posted,C0338,J00190,,Gurgaon,HR
E001871,2026-03-13 17:43:47.027027,job_posted,C0327,J00871,,Lucknow,HR
E001872,2026-03-13 17:43:47.027027,job_posted,C0327,J00872,,Lucknow,Software Engineer
E004652,2026-03-13 19:40:32.432432,job_viewed,C0222,J00816,U1780,Noida,HR
E000400,2026-03-13 21:24:19.459459,company_signup,C0400,,,Delhi,
E002447,2026-03-13 21:37:17.837837,job_viewed,C0339,J00080,U2299,Bangalore,Software Engineer
E003852,2026-03-13 22:16:12.972972,job_viewed,C0267,J00548,U0092,Mumbai,Business Analyst
E003384,2026-03-13 23:47:01.621621,job_viewed,C0284,J00376,U2087,Mumbai,HR
E005493,2026-03-14 00:00:00.000000,job_viewed,C0334,J01119,U1887,Mumbai,Marketing
E004525,2026-03-14 00:25:56.756756,job_viewed,C0323,J00772,U2795,Mumbai,HR
E005810,2026-03-14 00:43:47.027027,application_submitted,C0290,J00071,U0674,Gurgaon,Software Engineer
E002486,2026-03-14 01:17:50.270270,job_viewed,C0301,J00092,U1393,Mumbai,Business Analyst
E000401,2026-03-14 01:43:47.027027,company_signup,C0401,,,Lucknow,
E002725,2026-03-14 01:56:45.405405,job_viewed,C0340,J00170,U1297,Hyderabad,Marketing
E002720,2026-03-14 01:56:45.405405,job_viewed,C0340,J00169,U2515,Noida,Sales
E003626,2026-03-14 02:09:43.783783,job_viewed,C0279,J00471,U0560,Hyderabad,Marketing
E005212,2026-03-14 03:14:35.675675,job_viewed,C0196,J01011,U0376,Gurgaon,HR
E005445,2026-03-14 03:40:32.432432,job_viewed,C0296,J01102,U2561,Mumbai,HR
E002478,2026-03-14 05:24:19.459459,job_viewed,C0252,J00089,U0924,Lucknow,Data Analyst
E003006,2026-03-14 05:50:16.216216,job_viewed,C0241,J00259,U0477,Gurgaon,Software Engineer
E000402,2026-03-14 06:03:14.594594,company_signup,C0402,,,Hyderabad,
E004193,2026-03-14 06:29:11.351351,job_viewed,C0280,J00660,U2923,Lucknow,Software Engineer
E004194,2026-03-14 06:29:11.351351,job_viewed,C0280,J00660,U0839,Lucknow,Software Engineer
E003945,2026-03-14 06:42:09.729729,job_viewed,C0219,J00578,U0146,Pune,HR
E005541,2026-03-14 07:08:06.486486,job_viewed,C0319,J01133,U1254,Gurgaon,Sales
E003320,2026-03-14 07:21:04.864864,job_viewed,C0258,J00357,U2934,Pune,HR
E004526,2026-03-14 07:47:01.621621,job_viewed,C0247,J00773,U0481,Lucknow,HR
E006362,2026-03-14 09:25:56.756756,application_submitted,C0175,J00826,U0510,Gurgaon,Software Engineer
E000403,2026-03-14 10:22:42.162162,company_signup,C0403,,,Bangalore,
E005113,2026-03-14 10:22:42.162162,job_viewed,C0292,J00983,U1569,Lucknow,Data Analyst
E005929,2026-03-14 10:38:55.135135,application_submitted,C0373,J00229,U2609,Noida,Software Engineer
E004149,2026-03-14 11:40:32.432432,job_viewed,C0370,J00646,U0147,Bangalore,Sales
E005626,2026-03-14 11:40:32.432432,job_viewed,C0259,J01152,U1924,Mumbai,Business Analyst
E002704,2026-03-14 12:06:29.189189,job_viewed,C0248,J00166,U0788,Gurgaon,Marketing
E005227,2026-03-14 14:03:14.594594,job_viewed,C0254,J01013,U1309,Mumbai,Data Analyst
E000404,2026-03-14 14:42:09.729729,company_signup,C0404,,,Delhi,
E001445,2026-03-14 15:34:03.243243,job_posted,C0382,J00445,,Delhi,HR
E005546,2026-03-14 15:47:01.621621,job_viewed,C0321,J01134,U0476,Gurgaon,Data Analyst
E005549,2026-03-14 15:47:01.621621,job_viewed,C0321,J01134,U0438,Gurgaon,Data Analyst
E002868,2026-03-14 16:51:53.513513,job_viewed,C0238,J00209,U0546,Lucknow,HR
E002866,2026-03-14 16:51:53.513513,job_viewed,C0238,J00209,U2127,Lucknow,HR
E001667,2026-03-14 18:48:38.918918,job_posted,C0355,J00667,,Hyderabad,Data Analyst
E000405,2026-03-14 19:01:37.297297,company_signup,C0405,,,Lucknow,
E002251,2026-03-14 19:53:30.810810,job_viewed,C0272,J00018,U0072,Pune,Business Analyst
E004758,2026-03-14 20:06:29.189189,job_viewed,C0211,J00854,U0332,Hyderabad,HR
E003853,2026-03-14 22:16:12.972972,job_viewed,C0267,J00548,U0481,Mumbai,Business Analyst
E001525,2026-03-14 22:42:09.729729,job_posted,C0367,J00525,,Pune,Marketing
E002566,2026-03-14 23:08:06.486486,job_viewed,C0245,J00121,U0433,Pune,Sales
E000406,2026-03-14 23:21:04.864864,company_signup,C0406,,,Hyderabad,
E001553,2026-03-15 01:04:51.891891,job_posted,C0362,J00553,,Mumbai,Data Analyst
E002427,2026-03-15 01:43:47.027027,job_viewed,C0290,J00073,U1380,Hyderabad,HR
E002723,2026-03-15 01:56:45.405405,job_viewed,C0340,J00169,U1715,Noida,Sales
E000407,2026-03-15 03:40:32.432432,company_signup,C0407,,,Noida,
E006387,2026-03-15 04:06:29.189189,application_submitted,C0211,J00854,U0332,Hyderabad,HR
E004871,2026-03-15 04:06:29.189189,job_viewed,C0285,J00899,U1837,Hyderabad,Data Analyst
E006374,2026-03-15 05:25:56.756756,application_submitted,C0286,J00840,U0449,Delhi,Data Analyst
E001793,2026-03-15 06:55:08.108108,job_posted,C0380,J00793,,Mumbai,Data Analyst
E000408,2026-03-15 08:00:00.000000,company_signup,C0408,,,Lucknow,
E001224,2026-03-15 08:25:56.756756,job_posted,C0397,J00224,,Gurgaon,Sales
E004621,2026-03-15 09:17:50.270270,job_viewed,C0264,J00805,U2694,Bangalore,Business Analyst
E002238,2026-03-15 09:30:48.648648,job_viewed,C0203,J00011,U0674,Delhi,Marketing
E001394,2026-03-15 10:09:43.783783,job_posted,C0353,J00394,,Mumbai,HR
E005627,2026-03-15 11:40:32.432432,job_viewed,C0259,J01152,U2612,Mumbai,Business Analyst
E002711,2026-03-15 12:06:29.189189,job_viewed,C0248,J00167,U2900,Gurgaon,Data Analyst
E002713,2026-03-15 12:06:29.189189,job_viewed,C0248,J00167,U1851,Gurgaon,Data Analyst
E000409,2026-03-15 12:19:27.567567,company_signup,C0409,,,Hyderabad,
E001729,2026-03-15 12:45:24.324324,job_posted,C0398,J00729,,Mumbai,HR
E001097,2026-03-15 14:29:11.351351,job_posted,C0354,J00097,,Pune,Software Engineer
E001301,2026-03-15 15:21:04.864864,job_posted,C0332,J00301,,Delhi,Data Analyst
E003894,2026-03-15 16:12:58.378378,job_viewed,C0310,J00562,U0253,Hyderabad,Software Engineer
E003895,2026-03-15 16:12:58.378378,job_viewed,C0310,J00562,U0739,Hyderabad,Software Engineer
E000410,2026-03-15 16:38:55.135135,company_signup,C0410,,,Noida,
E003055,2026-03-15 18:09:43.783783,job_viewed,C0316,J00271,U0616,Lucknow,HR
E005811,2026-03-15 18:43:47.027027,application_submitted,C0290,J00073,U1380,Hyderabad,HR
E003498,2026-03-15 19:14:35.675675,job_viewed,C0344,J00421,U0139,Noida,Business Analyst
E000411,2026-03-15 20:58:22.702702,company_signup,C0411,,,Bangalore,
E004091,2026-03-15 21:50:16.216216,job_viewed,C0278,J00627,U0561,Gurgaon,Software Engineer
E004511,2026-03-15 22:03:14.594594,job_viewed,C0328,J00766,U1005,Mumbai,Marketing
E001951,2026-03-15 22:16:12.972972,job_posted,C0378,J00951,,Bangalore,Marketing
E001219,2026-03-15 23:21:04.864864,job_posted,C0406,J00219,,Gurgaon,Software Engineer
E006243,2026-03-15 23:29:11.351351,application_submitted,C0280,J00660,U2923,Lucknow,Software Engineer
E003387,2026-03-15 23:47:01.621621,job_viewed,C0284,J00376,U1212,Mumbai,HR
E003396,2026-03-15 23:47:01.621621,job_viewed,C0284,J00377,U2259,Gurgaon,Software Engineer
E001613,2026-03-15 23:47:01.621621,job_posted,C0395,J00613,,Mumbai,HR
E005492,2026-03-16 00:00:00.000000,job_viewed,C0334,J01119,U2229,Mumbai,Marketing
E001339,2026-03-16 00:12:58.378378,job_posted,C0384,J00339,,Delhi,HR
E006164,2026-03-16 00:16:12.972972,application_submitted,C0267,J00548,U0481,Mumbai,Business Analyst
E003872,2026-03-16 01:04:51.891891,job_viewed,C0362,J00553,U1103,Mumbai,Data Analyst
E002489,2026-03-16 01:17:50.270270,job_viewed,C0301,J00092,U1467,Mumbai,Business Analyst
E000412,2026-03-16 01:17:50.270270,company_signup,C0412,,,Lucknow,
E005121,2026-03-16 04:45:24.324324,job_viewed,C0324,J00990,U0520,Noida,Sales
E006168,2026-03-16 05:04:51.891891,application_submitted,C0362,J00553,U1103,Mumbai,Data Analyst
E006172,2026-03-16 05:12:58.378378,application_submitted,C0310,J00562,U0253,Hyderabad,Software Engineer
E000413,2026-03-16 05:37:17.837837,company_signup,C0413,,,Noida,
E006317,2026-03-16 06:03:14.594594,application_submitted,C0328,J00766,U1005,Mumbai,Marketing
E004579,2026-03-16 06:55:08.108108,job_viewed,C0380,J00793,U1939,Mumbai,Data Analyst
E004581,2026-03-16 06:55:08.108108,job_viewed,C0380,J00793,U0260,Mumbai,Data Analyst
E001406,2026-03-16 08:00:00.000000,job_posted,C0408,J00406,,Delhi,Software Engineer
E004996,2026-03-16 08:00:00.000000,job_viewed,C0297,J00942,U1123,Bangalore,HR
E001225,2026-03-16 08:25:56.756756,job_posted,C0397,J00225,,Noida,Business Analyst
E005768,2026-03-16 08:30:48.648648,application_submitted,C0203,J00011,U0674,Delhi,Marketing
E005670,2026-03-16 08:38:55.135135,job_viewed,C0225,J01172,U1944,Mumbai,Sales
E005668,2026-03-16 08:38:55.135135,job_viewed,C0225,J01172,U0974,Mumbai,Sales
E002495,2026-03-16 09:04:51.891891,job_viewed,C0325,J00093,U1653,Gurgaon,Data Analyst
E002491,2026-03-16 09:04:51.891891,job_viewed,C0325,J00093,U2407,Gurgaon,Data Analyst
E000414,2026-03-16 09:56:45.405405,company_signup,C0414,,,Delhi,
E002186,2026-03-16 10:48:38.918918,job_posted,C0392,J01186,,Mumbai,Marketing
E002187,2026-03-16 10:48:38.918918,job_posted,C0392,J01187,,Mumbai,Data Analyst
E001708,2026-03-16 11:14:35.675675,job_posted,C0381,J00708,,Delhi,HR
E001707,2026-03-16 11:14:35.675675,job_posted,C0381,J00707,,Lucknow,Software Engineer
E004158,2026-03-16 11:27:34.054054,job_viewed,C0209,J00647,U2671,Delhi,Software Engineer
E004148,2026-03-16 11:40:32.432432,job_viewed,C0370,J00646,U0617,Bangalore,Sales
E004425,2026-03-16 12:45:24.324324,job_viewed,C0398,J00729,U2248,Mumbai,HR
E005226,2026-03-16 14:03:14.594594,job_viewed,C0254,J01013,U1915,Mumbai,Data Analyst
E005966,2026-03-16 14:09:43.783783,application_submitted,C0316,J00271,U0616,Lucknow,HR
E000415,2026-03-16 14:16:12.972972,company_signup,C0415,,,Bangalore,
E002507,2026-03-16 14:29:11.351351,job_viewed,C0354,J00097,U2830,Pune,Software Engineer
E001197,2026-03-16 14:42:09.729729,job_posted,C0404,J00197,,Hyderabad,Marketing
E003817,2026-03-16 14:55:08.108108,job_viewed,C0232,J00535,U0944,Hyderabad,Marketing
E003467,2026-03-16 15:21:04.864864,job_viewed,C0221,J00410,U1712,Mumbai,Software Engineer
E003136,2026-03-16 15:21:04.864864,job_viewed,C0332,J00302,U1081,Mumbai,Sales
E003889,2026-03-16 16:12:58.378378,job_viewed,C0310,J00561,U0805,Mumbai,Sales
E003542,2026-03-16 16:12:58.378378,job_viewed,C0199,J00436,U2735,Noida,Sales
E002669,2026-03-16 16:38:55.135135,job_viewed,C0299,J00151,U0508,Gurgaon,Business Analyst
E001157,2026-03-16 17:04:51.891891,job_posted,C0399,J00157,,Gurgaon,HR
E004792,2026-03-16 17:43:47.027027,job_viewed,C0327,J00870,U1617,Bangalore,Sales
E003050,2026-03-16 18:09:43.783783,job_viewed,C0316,J00270,U2285,Mumbai,Marketing
E000416,2026-03-16 18:35:40.540540,company_signup,C0416,,,Delhi,
E006625,2026-03-16 18:38:55.135135,application_submitted,C0225,J01172,U0974,Mumbai,Sales
E005110,2026-03-16 19:27:34.054054,job_viewed,C0283,J00981,U1448,Bangalore,Marketing
E002254,2026-03-16 19:53:30.810810,job_viewed,C0272,J00018,U2463,Pune,Business Analyst
E004557,2026-03-16 21:24:19.459459,job_viewed,C0178,J00786,U2222,Delhi,Software Engineer
E000417,2026-03-16 22:55:08.108108,company_signup,C0417,,,Pune,
E002523,2026-03-17 01:30:48.648648,job_viewed,C0351,J00104,U0427,Hyderabad,HR
E003362,2026-03-17 01:30:48.648648,job_viewed,C0240,J00369,U1506,Noida,Sales
E002423,2026-03-17 01:43:47.027027,job_viewed,C0290,J00071,U1752,Gurgaon,Software Engineer
E002726,2026-03-17 01:56:45.405405,job_viewed,C0340,J00170,U0973,Hyderabad,Marketing
E003623,2026-03-17 02:09:43.783783,job_viewed,C0279,J00470,U1436,Gurgaon,Data Analyst
E005874,2026-03-17 02:38:55.135135,application_submitted,C0299,J00151,U0508,Gurgaon,Business Analyst
E000418,2026-03-17 03:14:35.675675,company_signup,C0418,,,Mumbai,
E006399,2026-03-17 03:43:47.027027,application_submitted,C0327,J00870,U1617,Bangalore,Sales
E004084,2026-03-17 03:53:30.810810,job_viewed,C0235,J00625,U0624,Bangalore,Business Analyst
E001964,2026-03-17 04:06:29.189189,job_posted,C0396,J00964,,Mumbai,Data Analyst
E002476,2026-03-17 05:24:19.459459,job_viewed,C0252,J00089,U2675,Lucknow,Data Analyst
E000419,2026-03-17 07:34:03.243243,company_signup,C0419,,,Lucknow,
E001408,2026-03-17 08:00:00.000000,job_posted,C0408,J00408,,Delhi,Software Engineer
E003807,2026-03-17 08:38:55.135135,job_viewed,C0336,J00531,U1727,Noida,Business Analyst
E002493,2026-03-17 09:04:51.891891,job_viewed,C0325,J00093,U1894,Gurgaon,Data Analyst
E001313,2026-03-17 09:17:50.270270,job_posted,C0375,J00313,,Pune,Business Analyst
E002237,2026-03-17 09:30:48.648648,job_viewed,C0203,J00011,U2005,Delhi,Marketing
E006485,2026-03-17 09:45:24.324324,application_submitted,C0324,J00990,U0520,Noida,Sales
E001051,2026-03-17 09:56:45.405405,job_posted,C0414,J00051,,Lucknow,Business Analyst
E005320,2026-03-17 11:53:30.810810,job_viewed,C0198,J01048,U2461,Delhi,Business Analyst
E000420,2026-03-17 11:53:30.810810,company_signup,C0420,,,Noida,
E005687,2026-03-17 13:24:19.459459,job_viewed,C0326,J01178,U2348,Lucknow,Data Analyst
E002212,2026-03-17 13:37:17.837837,job_viewed,C0265,J00004,U0948,Lucknow,Marketing
E005230,2026-03-17 14:03:14.594594,job_viewed,C0254,J01014,U1384,Gurgaon,Business Analyst
E003880,2026-03-17 14:16:12.972972,job_viewed,C0193,J00558,U2987,Pune,Sales
E001098,2026-03-17 14:29:11.351351,job_posted,C0354,J00098,,Noida,Data Analyst
E003892,2026-03-17 16:12:58.378378,job_viewed,C0310,J00562,U2099,Hyderabad,Software Engineer
E000421,2026-03-17 16:12:58.378378,company_signup,C0421,,,Mumbai,
E006297,2026-03-17 16:45:24.324324,application_submitted,C0398,J00729,U2248,Mumbai,HR
E004796,2026-03-17 17:43:47.027027,job_viewed,C0327,J00871,U0282,Lucknow,HR
E005107,2026-03-17 19:27:34.054054,job_viewed,C0283,J00981,U0973,Bangalore,Marketing
E001165,2026-03-17 20:19:27.567567,job_posted,C0372,J00165,,Noida,Business Analyst
E005823,2026-03-17 20:24:19.459459,application_submitted,C0252,J00089,U2675,Lucknow,Data Analyst
E000422,2026-03-17 20:32:25.945945,company_signup,C0422,,,Mumbai,
E005809,2026-03-17 21:43:47.027027,application_submitted,C0290,J00071,U1752,Gurgaon,Software Engineer
